Screen-Size,RAM,Price,Brand,Processor,GPU,GPU-Type,Resolution,Condition
13.0,16,50.0,Microsoft,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,2880 x 1920,Open box
13.3,8,359.0,Apple,Intel Core i7 7th Gen.,Intel HD Graphics,Integrated Graphics,1366 x 768,Good - Refurbished
15.6,64,412.0,HP,Intel Core i7 8th Gen.,Intel UHD Graphics 620,Integrated Graphics,1920 x 1080,Very Good - Refurbished
14.0,8,195.0,HP,Intel Core i5 4th Gen.,Intel HD Graphics 4600,Integrated Graphics,1024 x 768,Good - Refurbished
15.6,8,299.0,Dell,Intel Core i3 11th Gen.,AMD FirePro M4100,Integrated Graphics,1920 x 1080,New
15.6,8,449.0,MSI,Intel Core i5 11th Gen.,NVIDIA GeForce GTX 1650,Dedicated Graphics,1920 x 1080,Open box
14.0,16,244.99,Dell,Intel Core i5 11th Gen.,Intel(R) Iris(R) Xe Graphics,Integrated Graphics,1366 x 768,Good - Refurbished
14.0,8,215.95,HP,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Integrated Graphics,1920 x 1080,Very Good - Refurbished
15.6,32,749.99,Dell,Intel Core i5 10th Gen.,NVIDIA Quadro T1000 4GB GDDR6,Dedicated Graphics,1920 x 1080,Excellent - Refurbished
15.6,8,679.99,Dell,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
14.0,16,345.0,Dell,Intel Core i7 6th Gen.,AMD FirePro M4100,Integrated Graphics,1920 x 1080,Good - Refurbished
15.6,16,799.0,Dell,Intel Core i5 13th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,Open box
14.0,16,244.99,Dell,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Integrated Graphics,1920 x 1080,Excellent - Refurbished
14.0,8,399.99,Dell,Intel Core i5 10th Gen.,Intel UHD Graphics,Integrated Graphics,1366 x 768,New
14.0,16,229.0,HP,Intel Core i5 7th Gen.,Intel HD Graphics 620,Dedicated Graphics,1366 x 768,Very Good - Refurbished
14.0,16,579.99,Dell,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,2560 x 1600,Excellent - Refurbished
15.0,32,499.0,Apple,Intel Core i7 8th Gen.,Intel Iris Graphics,Integrated Graphics,2560 x 1600,Good - Refurbished
13.5,8,297.49,Acer,Intel Core i3 8th Gen.,Intel UHD Graphics 620,Integrated Graphics,2256 x 1504,Open box
14.0,16,849.99,Samsung,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,Integrated Graphics,2880 x 1800,Excellent - Refurbished
15.6,32,514.99,HP,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
15.6,8,400.0,Lenovo,Intel Core i3 11th Gen.,Intel UHD Graphics,Integrated Graphics,1366 x 768,Open box
14.0,8,644.49,HP,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
13.3,8,317.95,Dell,Intel Core i7 8th Gen.,Intel UHD Graphics 620,Integrated Graphics,1920 x 1080,Open box
14.0,8,215.0,Dell,Intel Core i5 6th Gen.,AMD FirePro M4100,Integrated Graphics,1024 x 768,Good - Refurbished
13.5,16,629.99,Microsoft,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,2256 x 1504,Open box
13.0,16,939.0,Microsoft,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,Integrated Graphics,2880 x 1920,New
13.5,8,679.99,Microsoft,Intel Core i5 8th Gen.,AMD FirePro M4100,Dedicated Graphics,1024 x 768,Open box
13.3,8,439.99,Samsung,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,Dedicated Graphics,1920 x 1080,Excellent - Refurbished
14.1,32,399.99,Dell,Intel Core i7 8th Gen.,Intel UHD Graphics 620,Integrated Graphics,1366 x 768,Very Good - Refurbished
13.4,16,409.99,Dell,Intel Core i7 10th Gen.,Intel Iris Plus Graphics.,Integrated Graphics,1920 x 1200,Very Good - Refurbished
14.0,8,199.99,HP,Intel Core i5 8th Gen.,Intel HD Graphics 620,Integrated Graphics,1920 x 1080,Good - Refurbished
15.6,8,449.0,Dell,Intel Core i5 12th Gen.,AMD FirePro M4100,Integrated Graphics,1024 x 768,New
15.6,16,599.99,Acer,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Open box
13.3,8,239.99,HP,Intel Core i7 7th Gen.,Intel HD Graphics 620,Integrated Graphics,1920 x 1080,Very Good - Refurbished
15.6,8,700.0,Dell,Intel Core i5 8th Gen.,AMD FirePro M4100,Integrated Graphics,1366 x 768,Open box
14.0,32,355.99,Dell,Intel Core i7 10th Gen.,Intel(R) UHD Graphics,Integrated Graphics,1920 x 1080,Good - Refurbished
14.0,16,863.86,Dell,Intel Core i7 12th Gen.,AMD FirePro M4100,Integrated Graphics,1024 x 768,Excellent - Refurbished
12.4,8,475.0,Microsoft,Intel Core i5 10th Gen.,Intel UHD Graphics,Integrated Graphics,1536 x 1024,Open box
13.5,8,825.0,Microsoft,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,Integrated Graphics,2256 x 1504,New
15.6,8,669.0,Lenovo,Intel Core i5 10th Gen.,Intel UHD Graphics G1,Integrated Graphics,1920 x 1080,New
14.0,8,129.39,Asus,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
13.3,8,233.95,Dell,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Integrated Graphics,1920 x 1080,Very Good - Refurbished
14.0,16,479.0,Dell,Intel Core i7 10th Gen.,Intel UHD Graphics G1,Integrated Graphics,1920 x 1080,Very Good - Refurbished
14.1,16,299.99,Gateway,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Open box
14.0,32,319.99,Dell,Intel Core i7 8th Gen.,Intel UHD Graphics 620,Integrated Graphics,1920 x 1080,Excellent - Refurbished
13.0,8,749.0,Microsoft,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,2880 x 1920,New
13.3,8,170.99,Dell,Intel Core i3 6th Gen.,Intel HD Graphics 520,Integrated Graphics,1366 x 768,Very Good - Refurbished
15.6,16,656.59,Dell,Intel Core i5 7th Gen.,AMD FirePro M4100,Integrated Graphics,1920 x 1080,Very Good - Refurbished
14.0,8,899.99,Dell,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,Dedicated Graphics,1024 x 768,Open box
14.0,8,215.95,HP,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Integrated Graphics,1920 x 1080,Very Good - Refurbished
16.0,16,690.0,Lenovo,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1200,New
14.0,8,949.95,HP,Intel Core i5 11th Gen.,AMD FirePro M4100,Dedicated Graphics,1024 x 768,Open box
15.6,8,611.77,Lenovo,Intel Core i3 13th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,New
13.3,16,485.0,Lenovo,Intel Core i5 11th Gen.,Intel Core i5 11th Gen.,Dedicated Graphics,1024 x 768,Open box
14.0,16,747.12,Lenovo,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1200,New
15.6,8,550.0,MSI,Intel Core i5 10th Gen.,NVIDIA GeForce GTX 1650,Dedicated Graphics,1920 x 1080,Open box
15.6,16,279.99,Dell,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Integrated Graphics,1024 x 768,Very Good - Refurbished
16.0,16,849.53,HP,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Dedicated Graphics,3072 x 1920,Open box
15.6,32,359.99,Lenovo,Intel Core i5 8th Gen.,AMD FirePro M4100,Integrated Graphics,1024 x 768,Very Good - Refurbished
16.0,16,849.99,Samsung,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,Integrated Graphics,2880 x 1800,Open box
15.6,16,900.0,MSI,Intel Core i5 10th Gen.,NVIDIA GeForce RTX 3060,Dedicated Graphics,1920 x 1080,Open box
15.6,16,899.99,Asus,Intel Core i7 9th Gen.,NVIDIA GeForce RTX 2060,Dedicated Graphics,1920 x 1080,Open box
14.0,16,349.99,Dell,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1024 x 768,Good - Refurbished
13.0,8,215.95,Dell,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Integrated Graphics,1920 x 1080,Very Good - Refurbished
14.0,8,410.04,Acer,Intel Core i5 10th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,New
13.3,16,328.06,Dell,Intel Core i7 8th Gen.,AMD FirePro M4100,Integrated Graphics,1920 x 1080,Very Good - Refurbished
13.0,16,614.99,Microsoft,Intel Core i5 11th Gen.,Intel(R) Iris(R) Xe Graphics,Integrated Graphics,2880 x 1920,Good - Refurbished
13.0,8,575.0,HP,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Integrated Graphics,1024 x 768,Open box
15.6,32,849.95,HP,Intel Core i5 12th Gen.,NVIDIA GeForce GTX 1650,Dedicated Graphics,1920 x 1080,Open box
14.0,16,190.0,Lenovo,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,Dedicated Graphics,1920 x 1200,Open box
15.6,8,449.88,Lenovo,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Open box
13.3,16,611.99,Dell,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
14.0,16,322.99,Dell,Intel Core i5 11th Gen.,Intel(R) Iris(R) Xe Graphics,Integrated Graphics,1920 x 1080,Good - Refurbished
12.3,16,949.0,Microsoft,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,2880 x 1920,New
14.0,8,215.3,Lenovo,Intel Core i5 5th Gen.,AMD FirePro M4100,Integrated Graphics,1366 x 768,New
15.6,8,874.48,Dell,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1366 x 768,New
15.6,64,299.99,Dell,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Integrated Graphics,1920 x 1080,Very Good - Refurbished
14.0,16,497.99,Dell,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Excellent - Refurbished
10.5,8,659.98,Microsoft,Intel Core i3 10th Gen.,Intel UHD Graphics 615,Integrated Graphics,1920 x 1280,Open box
14.0,16,549.99,HP,Intel Core i7 10th Gen.,Intel UHD Graphics 620,Integrated Graphics,1920 x 1080,Open box
15.6,8,349.99,Dell,Intel Core i3 10th Gen.,Intel UHD Graphics,Dedicated Graphics,1920 x 1080,Open box
13.3,8,650.0,HP,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Integrated Graphics,1920 x 1080,New
16.0,16,949.99,Lenovo,Intel Core i7 12th Gen.,NVIDIA Quadro T550,Dedicated Graphics,1920 x 1200,Excellent - Refurbished
15.6,16,550.0,HP,Intel Core i7 8th Gen.,AMD Radeon Pro WX 3100,Dedicated Graphics,3840 x 2160,Good - Refurbished
15.6,8,879.99,Lenovo,AMD Ryzen 7 7000 Series,NVIDIA GeForce RTX 4050,Dedicated Graphics,1920 x 1080,New
14.0,32,279.99,Lenovo,Intel Core i7 8th Gen.,Intel UHD Graphics 620,Integrated Graphics,1920 x 1080,Good - Refurbished
17.3,16,998.0,HP,Intel Core i7 11th Gen.,AMD FirePro M4100,Dedicated Graphics,1024 x 768,Excellent - Refurbished
13.3,8,643.49,Dell,Intel Core i5 10th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,Good - Refurbished
15.0,16,365.0,Lenovo,Intel Core i5 4th Gen.,NVIDIA GeForce GT 730M - 1GB,Dedicated Graphics,1920 x 1080,Good - Refurbished
15.6,16,99.99,Dell,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Excellent - Refurbished
17.0,32,495.0,HP,Intel Core i7 4th Gen.,NVidia Quadro K3100m 4GB,Dedicated Graphics,1920 x 1080,Good - Refurbished
14.0,16,854.99,Lenovo,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1900 x 1200,Open box
15.6,16,299.95,Lenovo,Intel Core i5 10th Gen.,Integrated Intel UHD Graphics,Integrated Graphics,1920 x 1080,Good - Refurbished
15.6,8,279.99,Dell,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Dedicated Graphics,1920 x 1080,Excellent - Refurbished
14.0,4,199.98,Lenovo,Intel Core i3 11th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,Open box
14.0,16,589.99,Lenovo,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1200,Very Good - Refurbished
14.0,8,599.99,Panasonic,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Integrated Graphics,1920 x 1080,Open box
13.3,8,719.46,Samsung,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
13.5,8,965.8,Microsoft,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Integrated Graphics,2256 x 1504,Open box
14.0,16,239.99,Dell,Intel Core i7 6th Gen.,AMD FirePro M4100,Integrated Graphics,2560 x 1440,Very Good - Refurbished
14.0,16,179.95,Dell,Intel Core i5 8th Gen.,Integrated,Integrated Graphics,1920 x 1080,Very Good - Refurbished
13.0,16,459.99,Dell,Intel Core i5 11th Gen.,AMD FirePro M4100,Integrated Graphics,1024 x 768,Open box
15.6,16,649.99,Samsung,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,Dedicated Graphics,1024 x 768,Excellent - Refurbished
17.0,16,799.99,LG,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated Graphics,2560 x 1600,Open box
14.0,16,779.46,MSI,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
12.4,8,499.99,Microsoft,Intel Core i5 11th Gen.,AMD FirePro M4100,Dedicated Graphics,1024 x 768,Open box
14.0,8,269.1,Lenovo,Intel Core i5 8th Gen.,Intel HD Graphics 620,Integrated Graphics,1366 x 768,Very Good - Refurbished
14.0,16,999.89,Lenovo,Intel Core i7 8th Gen.,Intel UHD Graphics 620,Integrated Graphics,3840 x 2160,Open box
15.6,8,679.0,HP,AMD Ryzen 5 7000 Series,AMD Radeon,Dedicated Graphics,1920 x 1080,New
15.6,16,699.99,HP,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
14.0,8,229.99,HP,Intel Core i5 10th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,Excellent - Refurbished
15.6,8,581.56,Lenovo,Intel Core i7 10th Gen.,Intel Iris Plus Graphics,Integrated Graphics,1920 x 1080,Open box
13.4,16,999.88,Dell,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1200,Open box
13.5,8,785.98,Acer,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Integrated Graphics,2256 x 1504,Open box
15.6,16,650.0,MSI,Intel Core i5 10th Gen.,NVIDIA GeForce GTX 1650,Dedicated Graphics,1920 x 1080,New
14.0,8,229.99,Dell,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Integrated Graphics,1920 x 1080,Excellent - Refurbished
13.3,16,337.46,Dell,Intel Core i7 8th Gen.,AMD FirePro M4100,Integrated Graphics,1024 x 768,Very Good - Refurbished
14.0,16,399.0,HP,Intel Core i5 8th Gen.,AMD Radeon RX 540,Dedicated Graphics,1920 x 1080,Good - Refurbished
15.6,16,534.86,Asus,Intel Core i7 12th Gen.,Intel Iris Xe Graphic,Integrated Graphics,1920 x 1080,New
14.0,16,299.0,Dell,Intel Core i5 10th Gen.,AMD FirePro M4100,Integrated Graphics,1024 x 768,Very Good - Refurbished
15.6,8,249.99,Dell,Intel Core i5 10th Gen.,Intel UHD Graphics,Dedicated Graphics,1366 x 768,Excellent - Refurbished
14.0,4,268.0,HP,Intel Core i3 10th Gen.,AMD FirePro M4100,Integrated Graphics,1366 x 768,New
12.4,8,494.99,Microsoft,Intel Core i5 10th Gen.,Intel UHD Graphics,Integrated Graphics,1536 x 1024,Open box
15.6,32,991.83,Dell,Intel Core i7 11th Gen.,NVIDIA GeForce RTX 3050,Dedicated Graphics,1920 x 1200,Excellent - Refurbished
14.0,16,899.91,Dell,Intel Core i5 11th Gen.,Integrated Graphics,Integrated Graphics,1920 x 1080,Excellent - Refurbished
13.5,8,510.0,Microsoft,Intel Core i5 10th Gen.,Intel Iris Plus Graphics,Integrated Graphics,1024 x 768,Open box
15.6,8,599.99,MSI,Intel Core i5 10th Gen.,NVIDIA GeForce GTX 1650,Dedicated Graphics,1920 x 1080,New
14.0,4,299.95,HP,Intel Core i3 11th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,New
17.3,16,949.99,MSI,Intel Core i7 11th Gen.,NVIDIA GeForce RTX 3050 Ti,Dedicated Graphics,1920 x 1080,New
16.0,16,531.15,Lenovo,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1200,New
15.6,8,320.0,HP,Intel Core i5 8th Gen.,AMD FirePro M4100,Integrated Graphics,1024 x 768,Open box
14.0,16,825.25,Asus,Intel Core i5 12th Gen.,AMD FirePro M4100,Integrated Graphics,1920 x 1200,Open box
15.6,8,569.0,HP,AMD Ryzen 5 7000 Series,NVIDIA GeForce RTX 2050,Dedicated Graphics,1920 x 1080,New
14.0,8,373.46,Lenovo,Intel Core i5 7th Gen.,Integrated,Integrated Graphics,1920 x 1080,Very Good - Refurbished
12.5,16,169.99,Dell,Intel Core i5 6th Gen.,Intel HD Graphics 520,Integrated Graphics,1366 x 768,Very Good - Refurbished
12.4,8,665.0,Microsoft,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1536 x 1024,New
15.6,16,399.99,Dell,Intel Core i5 8th Gen.,Intel UHD Graphics,Integrated Graphics,1366 x 768,Excellent - Refurbished
15.6,8,659.0,Acer,Intel Core i5 9th Gen.,NVIDIA GeForce GTX 1650,Dedicated Graphics,1920 x 1080,New
15.6,8,269.0,Lenovo,Intel Core i3 13th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,Open box
15.6,16,635.0,Dell,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
15.6,32,405.0,Dell,Intel Core i7 8th Gen.,AMD Radeon Pro™ WX 2100,Dedicated Graphics,1920 x 1080,Good - Refurbished
15.6,8,568.07,Dell,Intel Core i5 10th Gen.,Intel HD Graphics,Integrated Graphics,1920 x 1200,Excellent - Refurbished
14.0,16,449.0,Lenovo,Intel Core i5 10th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,Open box
15.6,16,231.99,Dell,Intel Core i5 8th Gen.,Intel UHD Graphics,Integrated Graphics,1024 x 768,Very Good - Refurbished
15.6,8,900.0,Lenovo,Intel Core i5 10th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,New
13.3,8,180.49,Dell,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Integrated Graphics,1920 x 1080,Very Good - Refurbished
17.3,8,384.0,Asus,Intel Core i5 12th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,Open box
14.0,32,981.59,Dell,Intel Core i7 8th Gen.,AMD FirePro M4100,Integrated Graphics,1920 x 1080,Very Good - Refurbished
16.0,16,459.99,Dell,Intel Core i7 12th Gen.,NVIDIA GeForce MX550,Dedicated Graphics,1920 x 1200,Open box
14.0,8,229.99,Asus,Intel Core i3 11th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,Open box
14.0,8,255.0,HP,Intel Core i7 6th Gen.,Intel HD 520,Integrated Graphics,1920 x 1080,Good - Refurbished
13.5,16,989.99,HP,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1280,New
13.3,8,759.49,Getac,Intel Core i5 6th Gen.,AMD FirePro M4100,Integrated Graphics,1024 x 768,Open box
14.0,8,899.99,HP,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Open box
14.0,4,314.99,Lenovo,Intel Core i3 11th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,New
12.4,8,459.99,Microsoft,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1024 x 768,Open box
16.0,16,194.71,Lenovo,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1200,New
14.1,8,419.99,Gateway,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Dedicated Graphics,1920 x 1080,New
14.0,32,900.0,Dell,Intel Core i7 11th Gen.,NVIDIA GeForce MX450,Dedicated Graphics,1920 x 1080,New
14.0,16,284.98,Acer,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
13.4,16,544.94,Dell,Intel Core i7 10th Gen.,Intel Iris Plus Graphics,Integrated Graphics,1920 x 1200,Open box
15.6,16,902.0,Dell,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Open box
14.0,8,500.0,HP,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,Integrated Graphics,2240 x 1400,Open box
15.6,8,310.0,HP,Intel Core i3 4th Gen.,Intel HD Graphics 4600,Integrated Graphics,1024 x 768,Good - Refurbished
13.3,8,469.0,HP,Intel Core i5 11th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,New
15.6,8,349.99,Lenovo,Intel Core i3 11th Gen.,Intel UHD Graphics,Integrated Graphics,1366 x 768,New
13.5,8,379.99,Microsoft,Intel Core i5 10th Gen.,AMD FirePro M4100,Integrated Graphics,2496 x 1664,Good - Refurbished
15.6,8,498.99,HP,Intel Core i3 11th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,New
14.0,16,440.86,Dell,Intel Core i5 11th Gen.,AMD FirePro M4100,Integrated Graphics,1024 x 768,Very Good - Refurbished
16.0,8,450.0,Lenovo,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1200,Open box
14.0,16,699.99,HP,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Dedicated Graphics,3000 x 2000,Excellent - Refurbished
13.4,8,539.99,Dell,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1200,Excellent - Refurbished
16.0,8,386.1,Lenovo,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1200,Open box
15.6,16,949.99,MSI,Intel Core i7 12th Gen.,NVIDIA GeForce RTX 4060,Dedicated Graphics,1920 x 1080,New
15.0,16,479.99,HP,Intel Core i7 12th Gen.,Intel(R) Iris(R) Xe Graphics,Integrated Graphics,1920 x 1080,Good - Refurbished
14.0,8,195.0,Dell,Intel Core i5 7th Gen.,AMD FirePro M4100,Integrated Graphics,1024 x 768,Good - Refurbished
14.0,16,85.15,Dell,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Excellent - Refurbished
13.3,8,169.99,Lenovo,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Integrated Graphics,1920 x 1080,Very Good - Refurbished
15.6,8,329.0,Lenovo,Intel Core i3 11th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,New
15.6,16,270.0,Dell,Intel Core i7 4th Gen.,AMD FirePro W4170M with 2GB GDDR5,Dedicated Graphics,1366 x 768,Good - Refurbished
14.0,32,199.99,Dell,Intel Core i7 11th Gen.,NVIDIA T500 4GB GDDR6,Dedicated Graphics,1920 x 1080,Excellent - Refurbished
14.0,32,329.99,Dell,Intel Core i7 8th Gen.,AMD Radeon RX 540 4GB GDDR5,Dedicated Graphics,1920 x 1080,Excellent - Refurbished
14.0,8,469.99,Lenovo,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
14.0,16,425.0,HP,Intel Core i7 6th Gen.,Intel HD 520,Integrated Graphics,1920 x 1080,Good - Refurbished
14.0,16,694.99,Dell,Intel Core i5 11th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,Open box
13.3,16,471.02,Dell,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Excellent - Refurbished
15.6,16,729.99,MSI,Intel Core i5 12th Gen.,NVIDIA GeForce RTX 4050,Dedicated Graphics,1920 x 1080,Open box
14.0,16,349.99,Dell,Intel Core i7 10th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,Very Good - Refurbished
13.3,8,789.99,Dell,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Open box
14.0,8,490.0,Lenovo,Intel Core i5 10th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,New
16.1,16,149.49,HP,Intel Core i7 13th Gen.,NVIDIA GeForce RTX 4060,Dedicated Graphics,1920 x 1080,New
15.6,16,666.46,HP,Intel Core i7 12th Gen.,AMD FirePro M4100,Dedicated Graphics,1024 x 768,Excellent - Refurbished
15.6,64,699.0,Dell,Intel Core i7 12th Gen.,NVIDIA T550,Dedicated Graphics,1920 x 1080,Good - Refurbished
15.6,8,895.55,MSI,Intel Core i5 12th Gen.,NVIDIA GeForce RTX 3050,Dedicated Graphics,1920 x 1080,New
14.0,8,175.0,Lenovo,Intel Core i5 4th Gen.,Intel HD Graphics,Integrated Graphics,1920 x 1080,Good - Refurbished
14.0,32,899.99,Dell,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Excellent - Refurbished
14.0,8,234.06,Dell,Intel Core i5 8th Gen.,AMD FirePro M4100,Integrated Graphics,1024 x 768,Very Good - Refurbished
12.3,16,635.98,Dell,Intel Core i7 8th Gen.,Intel UHD Graphics 620,Integrated Graphics,1920 x 1280,Very Good - Refurbished
15.6,8,374.99,Asus,Intel Core i3 11th Gen.,AMD FirePro M4100,Dedicated Graphics,1920 x 1080,Open box
14.0,16,250.0,Dell,Intel Core i5 6th Gen.,Intel(R) HD Graphics 520,Integrated Graphics,1920 x 1080,Open box
15.6,16,993.0,Lenovo,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
13.3,8,449.99,Lenovo,AMD Ryzen 5 6000 Series,AMD Radeon 660M,Integrated Graphics,1920 x 1200,Open box
14.0,8,251.95,Lenovo,Intel Core i5 10th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,Very Good - Refurbished
14.0,8,729.99,Dell,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Open box
15.6,32,645.0,HP,Intel Core i7 8th Gen.,AMD Radeon Graphics,Dedicated Graphics,1920 x 1080,Very Good - Refurbished
16.0,16,849.0,HP,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,Integrated Graphics,2560 x 1600,New
14.0,16,577.07,Lenovo,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Dedicated Graphics,3840 x 2160,Open box
14.0,8,239.99,HP,Intel Core i5 8th Gen.,Intel HD Graphics 620,Integrated Graphics,1920 x 1080,Very Good - Refurbished
